index,Provider ID,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
3505,431314,SD,57551,6056856622,Critical Access Hospitals,Government - Local,1,3.0,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"102 MAJOR ALLEN POST OFFICE BOX 70D, MARTIN, SD 57551, (43.169171, -101.731438)"
3506,450147,TX,77902,3615757441,Acute Care Hospitals,Proprietary,1,3.0,,Average,,Average,,Below Average,,Average,,Above Average,,Average,,Average,,"506 E SAN ANTONIO ST, VICTORIA, TX 77902, (28.807549, -97.00021)"
3507,420065,SC,29414,8434021006,Acute Care Hospitals,Voluntary non-profit - Private,1,5.0,,Above Average,,Average,,Above Average,,Above Average,,Above Average,,Average,,Average,,"2095 HENRY TECKLENBURG DRIVE, CHARLESTON, SC 29414, (32.811029, -80.042853)"
3508,330102,NY,14217,7164476100,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Average,,Above Average,,Below Average,,Average,,Below Average,,Average,,"2950 ELMWOOD AVENUE, KENMORE, NY 14217, (42.9779, -78.878678)"
3509,440050,TN,37743,4236393151,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Average,,Above Average,,Above Average,,Average,,"401 TAKOMA AVE, GREENEVILLE, TN 37743, (36.152105, -82.844924)"
3510,363303,OH,44308,3305431000,Childrens,Voluntary non-profit - Private,1,3.0,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Unknown,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1 PERKINS SQUARE, AKRON, OH 44308, (41.078794, -81.524931)"
3511,330194,NY,11219,7182836000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Above Average,,Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"4802 TENTH AVENUE, BROOKLYN, NY 11219, (40.63908, -73.998667)"
3512,391315,PA,15857,8147888000,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,This hospitalÂ’s star rating only includes data reported on inpatient services,Average,,Unknown,Results are not available for this reporting period,Average,,Below Average,,Average,,Average,,Unknown,Results are not available for this reporting period,"763 JOHNSONBURG ROAD, SAINT MARYS, PA 15857, (41.426857, -78.576794)"
3513,410013,RI,2891,4015966000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,"25 WELLS STREET, WESTERLY, RI 02891, (41.362798, -71.825814)"
3514,360077,OH,44111,2164767000,Acute Care Hospitals,Voluntary non-profit - Private,1,5.0,,Above Average,,Above Average,,Above Average,,Above Average,,Average,,Average,,Above Average,,"18101 LORAIN AVENUE, CLEVELAND, OH 44111, (41.450069, -81.820996)"
3515,330132,NY,14081,7165323377,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Average,,Average,,Above Average,,Below Average,,Average,,Average,,"845 ROUTES 5 AND 20, IRVING, NY 14081, (42.559495, -79.12678)"
3516,330126,NY,10940,8453432424,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Below Average,,Average,,Average,,Average,,Average,,"707 EAST MAIN STREET, MIDDLETOWN, NY 10940, (41.439962, -74.369415)"
3517,390226,PA,19107,2158293000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Above Average,,Average,,Below Average,,Average,,Above Average,,Below Average,,Average,,"800 SPRUCE STREET, PHILADELPHIA, PA 19107, (39.945872, -75.155881)"
3518,360161,OH,44481,3308414000,Acute Care Hospitals,Voluntary non-profit - Church,1,4.0,,Average,,Above Average,,Average,,Average,,Below Average,,Below Average,,Above Average,,"667 EASTLAND AVE SE, WARREN, OH 44481, (41.231542, -80.778357)"
3519,351333,ND,58301,7016622131,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,"1031 7TH ST NE, DEVILS LAKE, ND 58301, (48.114773, -98.850855)"
3520,360090,OH,43537,4198935900,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Below Average,,Above Average,,Below Average,,Average,,Average,,Average,,"5901 MONCLOVA ROAD, MAUMEE, OH 43537, (41.558756, -83.681608)"
3521,361324,OH,44875,4193425015,Critical Access Hospitals,Voluntary non-profit - Private,1,4.0,This hospitalÂ’s star rating only includes data reported on inpatient services,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"199 WEST MAIN STREET, SHELBY, OH 44875, (40.881233, -82.673383)"
3522,440131,TN,38019,9014762621,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Average,,Average,,Average,,Average,,Average,,Unknown,Results are not available for this reporting period,"1995 HIGHWAY 51 S, COVINGTON, TN 38019, (35.535248, -89.676169)"
3523,360234,OH,45211,5132155000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Average,,Above Average,,Average,,Average,,Average,,"3300 MERCY HEALTH BLVD, CINCINNATI, OH 45211, (39.180884, -84.595394)"
3524,440084,TN,37874,8652138200,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Below Average,,Average,,Below Average,,Average,,Average,,"304 WRIGHT ST, SWEETWATER, TN 37874, (35.60025, -84.464223)"
3525,351302,ND,58854,7018423000,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,"516 NORTH MAIN ST, WATFORD CITY, ND 58854, (47.806421, -103.283035)"
3526,361314,OH,43452,4197343131,Critical Access Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,Average,,Average,,"615 FULTON ST, PORT CLINTON, OH 43452, (41.506424, -82.933777)"
3527,330219,NY,14215,7168983936,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,"462 GRIDER STREET, BUFFALO, NY 14215, (42.927236, -78.829151)"
3528,430082,SD,57702,6053552500,Acute Care Hospitals,Government - Federal,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"3200 CANYON LAKE DR, RAPID CITY, SD 57702, (44.070902, -103.279088)"
3529,370029,OK,73601,5803232363,Acute Care Hospitals,Government - Local,0,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"100 NORTH 30TH STREET, CLINTON, OK 73601, (35.514789, -98.996879)"
3530,440072,TN,38024,7312852410,Acute Care Hospitals,Proprietary,1,2.0,,Average,,Average,,Below Average,,Below Average,,Average,,Above Average,,Above Average,,"400 TICKLE ST, DYERSBURG, TN 38024, (36.047356, -89.380419)"
3531,440147,TN,38138,9017571350,Acute Care Hospitals,Voluntary non-profit - Private,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"2100 EXETER ROAD, GERMANTOWN, TN 38138, (35.093184, -89.802217)"
3532,351334,ND,58801,7017747400,Critical Access Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Average,,Average,,Below Average,,Average,,Average,,Average,,"1301 15TH AVE W, WILLISTON, ND 58801, (48.154332, -103.645437)"
3533,390266,PA,16127,7244507000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Average,,Average,,Above Average,,Average,,Above Average,,Average,,"631 NORTH BROAD STREET EXT., GROVE CITY, PA 16127, (41.170709, -80.083156)"
3534,440018,TN,37643,4235421300,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Average,,Average,,Above Average,,Average,,Above Average,,Average,,"1501 WEST ELK AVENUE, ELIZABETHTON, TN 37643, (36.345064, -82.247664)"
3535,370023,OK,73533,5802525300,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Below Average,,Average,,Average,,Above Average,,Average,,Above Average,,Average,,"1407 WHISENANT DRIVE, DUNCAN, OK 73533, (34.520014, -97.974978)"
3536,390091,PA,16346,8146767600,Acute Care Hospitals,Voluntary non-profit - Other,1,4.0,,Average,,Above Average,,Average,,Below Average,,Average,,Above Average,,Average,,"100 FAIRFIELD DRIVE, SENECA, PA 16346, (41.360026, -79.707926)"
3537,420033,SC,29650,8648488200,Acute Care Hospitals,Voluntary non-profit - Other,1,5.0,,Average,,Above Average,,Above Average,,Above Average,,Average,,Average,,Average,,"830 SOUTH BUNCOMBE ROAD, GREER, SC 29650, (34.91931, -82.242031)"
3538,430096,SD,57078,6056655100,Acute Care Hospitals,Physician,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"2601 FOX RUN PARKWAY, YANKTON, SD 57078, (42.904944, -97.399989)"
3539,420036,SC,29720,8032861481,Acute Care Hospitals,Proprietary,1,2.0,,Below Average,,Average,,Below Average,,Below Average,,Above Average,,Above Average,,Average,,"800 W MEETING ST, LANCASTER, SC 29720, (34.716374, -80.790137)"
3540,431310,SD,57028,6059972433,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"214 NORTH PRAIRIE STREET, FLANDREAU, SD 57028, (44.050568, -96.590989)"
3541,360361,OH,45662,7409914000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Average,,Below Average,,"1901 ARGONNE ROAD, PORTSMOUTH, OH 45662, (38.747317, -82.993354)"
